texto,comando,resposta_item,opcoes
"medida que o preço de um diploma universitário continua a subir, há evidências crescentes de que o retorno monetário não é tão grande quanto muitas vezes anunciado. A melhor estimativa agora é que um diploma universitário vale cerca de US $ 300.000 em dólares de hoje - em nenhum lugar perto do número de milhões que é frequentemente citado. ""Esse número milhão me deixou louco!"" diz Sandy Baum, um economista Skidmore que estudou o valor de um diploma universitário para o College Board no ano passado. que os graduados da faculdade ganham, em média, cerca de US $ 20.000 por ano a mais do que aqueles que terminaram seus estudos no ensino médio. Adicione isso acima de uma vida de trabalho de 40 anos e o diferencial total é de cerca de US $ 800.000, ela calcula. Mas como grande parte desse bônus é ganho muitos anos a partir de agora, tirar o impacto da inflação significa que US $ 800.000 em dólares futuros vale apenas cerca de US $ 450. , $ 30.000 em propinas e livros para estudantes que não recebem ajuda e frequentam universidades públicas do estado - e o dinheiro que um aluno poderia ter ganho em um emprego em vez de frequentar a escola, o valor líquido real em dólares de hoje está em algum lugar na faixa de US $ 300.000, um número confirmado por outros estudos. Mas, especialmente nos dias de hoje, que ainda faz um diploma universitário um dos mais _ investimentos que uma pessoa pode fazer, Baum observa. Melhor ainda, os graduados da faculdade podem ir ainda mais longe graus, que retornam pagamentos ainda maiores. O titular médio de um diploma de bacharel ganha cerca de US $ 51.000 por ano, calcula Baum. Mas aqueles que passaram a ganhar MBAs, diplomas de direito ou outros diplomas profissionais ganham cerca de US $ 100.000 por ano. Além disso, Baum descobriu que há muitas outras recompensas para um diploma. A qualidade dos graduados da faculdade de empregos é muito melhor, por exemplo. Os graduados da faculdade são mais propensos a encontrar empregos com saúde e seguro. é mais fácil para eles encontrar e manter empregos. A taxa de desemprego para graduados universitários foi de apenas 2,2% no ano passado, metade do nível de desemprego daqueles com apenas diplomas do ensino médio. Há muitos outros benefícios não monetários também. Os graduados universitários são mais saudáveis, contribuem mais para suas comunidades e criam filhos que estão melhor preparados academicamente, mostram estudos. Outros pesquisadores descobriram que o retorno de um diploma é especialmente lucrativo para estudantes de famílias de baixa renda, desde o para estudantes de famílias de baixa renda, uma vez que a educação e os diplomas lhes dão a chance de sair de carreiras de baixa remuneração.",Qual das seguintes afirmações pode ser aprendida com o texto?,D,"['De acordo com a pesquisa de Baum, os graduados do ensino médio ganham mais do que aqueles que têm diplomas universitários.', 'A educação universitária é suficiente para garantir uma boa vida.', 'Os benefícios não monetários do grau atraem os alunos mais do que os monetários.', 'Estudantes de famílias de baixa renda ainda acham que os diplomas são lucrativos para mudar suas vidas.']"
"Segurar um telefone celular contra o ouvido ou armazená-lo no bolso pode ser perigoso para sua saúde. Isso explica um aviso que os fabricantes de telefones celulares incluem na pequena impressão que muitas vezes é ignorada quando um novo telefone é comprado. A Apple, por exemplo, não quer que os iPhones se aproximem mais de você do que 1,5 centímetros; A Research In Motion, fabricante da BlackBerry, recomenda 2,5 centímetros. Se problemas de saúde surgirem do uso do telefone celular, os possíveis efeitos são enormes. enormes. As chamadas de voz - os americanos batem em telefones celulares 2.26 trilhões de minutos anualmente - ganham US $ 109 bilhões para as operadoras sem fio. Devra Davis, especialista que trabalhou para a Universidade de Pittsburgh, publicou um livro sobre a radiação do telefone celular, ""Desconexão"". O livro pesquisa pesquisas científicas e conclui que a questão não está resolvida. O câncer cerebral é uma preocupação que a Sra. Davis examina. Acima de tudo, não houve um aumento em sua incidência desde que os telefones celulares chegaram. Mas as máscaras médias ""A maioria dos cânceres tem múltiplas causas"", diz ela, mas ela aponta para pesquisas laboratoriais que sugerem que a radiação de baixa energia poderia danificar células que poderiam levar ao câncer. As crianças são mais _ à radiação do que os adultos, a Sra. Davis e outros cientistas apontam. A radiação que penetra apenas cinco centímetros no cérebro de um adulto atingirá muito mais profundamente os cérebros de um adulto Um adulto alcançará muito mais profundamente os cérebros das crianças porque seus crânios são mais finos e seus cérebros contêm mais fluido absorvente. Nenhum estudo ainda foi concluído sobre a radiação do telefone celular e as crianças, diz ela. Henry Lai, professor de pesquisa no departamento de bioengenharia da Universidade de Washington, iniciou estudos de radiação em laboratório em 1980 e descobriu que os ratos expostos à radiação danificaram o DNA em seus cérebros. A Sra. Davis recomenda o uso de fones com fio ou alto-falante do telefone. As crianças devem enviar mensagens de texto em vez de ligar, disse ela, e as mulheres grávidas devem manter os telefones longe do abdômen.",Por que o aviso está nas letras pequenas?,C,"['Eles acham que as pessoas não vão se importar com isso.', 'Não há espaço suficiente para o aviso.', 'Eles não querem que os usuários prestem atenção a isso.', 'O aviso não é importante.']"
"Segurar um telefone celular contra o ouvido ou armazená-lo no bolso pode ser perigoso para sua saúde. Isso explica um aviso que os fabricantes de telefones celulares incluem na pequena impressão que muitas vezes é ignorada quando um novo telefone é comprado. A Apple, por exemplo, não quer que os iPhones se aproximem mais de você do que 1,5 centímetros; A Research In Motion, fabricante da BlackBerry, recomenda 2,5 centímetros. Se problemas de saúde surgirem do uso do telefone celular, os possíveis efeitos são enormes. enormes. As chamadas de voz - os americanos batem em telefones celulares 2.26 trilhões de minutos anualmente - ganham US $ 109 bilhões para as operadoras sem fio. Devra Davis, especialista que trabalhou para a Universidade de Pittsburgh, publicou um livro sobre a radiação do telefone celular, ""Desconexão"". O livro pesquisa pesquisas científicas e conclui que a questão não está resolvida. O câncer cerebral é uma preocupação que a Sra. Davis examina. Acima de tudo, não houve um aumento em sua incidência desde que os telefones celulares chegaram. Mas as máscaras médias ""A maioria dos cânceres tem múltiplas causas"", diz ela, mas ela aponta para pesquisas laboratoriais que sugerem que a radiação de baixa energia poderia danificar células que poderiam levar ao câncer. As crianças são mais _ à radiação do que os adultos, a Sra. Davis e outros cientistas apontam. A radiação que penetra apenas cinco centímetros no cérebro de um adulto atingirá muito mais profundamente os cérebros de um adulto Um adulto alcançará muito mais profundamente os cérebros das crianças porque seus crânios são mais finos e seus cérebros contêm mais fluido absorvente. Nenhum estudo ainda foi concluído sobre a radiação do telefone celular e as crianças, diz ela. Henry Lai, professor de pesquisa no departamento de bioengenharia da Universidade de Washington, iniciou estudos de radiação em laboratório em 1980 e descobriu que os ratos expostos à radiação danificaram o DNA em seus cérebros. A Sra. Davis recomenda o uso de fones com fio ou alto-falante do telefone. As crianças devem enviar mensagens de texto em vez de ligar, disse ela, e as mulheres grávidas devem manter os telefones longe do abdômen.",Sobre o que a passagem fala principalmente?,A,"['Tenha cuidado ao usar telefones celulares.', 'Não segure seu celular contra o ouvido.', 'Os ratos expostos à radiação danificaram o DNA em seus cérebros.', 'A radiação de baixa energia pode danificar as células que podem levar ao câncer.']"
"É quase hora de voltar para a escola, e bem, nunca é cedo demais para começar a comprar esses materiais escolares.Se você tiver algum dinheiro extra depois de comprar mochilas e lápis número dois, em seguida, tratar seu filho com alguns eletrônicos legais que você pode pedir emprestado deles mais tarde. Acer Aspire One: Netbooks são ótimos por muitas razões.Os pais vão amá-los porque eles são extremamente acessíveis e leves em comparação com o laptop ideal.Eles também precisam de um computador bastante. Para estudantes que não precisam de um computador, mas querem um para fazer pesquisa, verificar e-mail, ou apenas navegar na Web.Você pode encontrar uma versão em preto ou branco pelo preço baixo de US $ 99. Fuji Fine Pix Z20fd: Esta câmera digital sub - $ 200 é a coisa perfeita para qualquer estudante do ensino médio.Disponível em cinco cores atraentes1, o Fine Pix Z20fd é uma câmera de 10 megapixels. entre câmeras, bem como a opção de gravação de filme ""um toque"" que lhes permite editar filmes antes de compartilhá-los online.Esta é certamente uma câmera acessível para foto - amantes de qualquer idade Mimobot: drives flash USB são todos praticamente os mesmos, mas se você quiser tratar seu adolescente para uma unidade flash do quadril, confira Momobot.corn.Cada unidade é embalada com papel de parede legal, revistas digitais e assim por diante.Você pode encontrá-los em 1GB, capacidades de 4GB Samsung S2: Independentemente do que o seu adolescente pode dizer-lhe, há outros músicos lá fora, embalados com abundância de grandes características. Samsung's S2 MP3 player é bom o suficiente para usar ao redor do pescoço e pequeno o suficiente para levar para o ginásio. Está disponível em cinco color1s (vermelho, preto, branco, roxo e verde), vem em capacidades de 1GB ou 2GB, e está disponível para US $ 40.",Qual é provavelmente a melhor maré para a passagem?,A,"['Ideias de presentes para estudantes do ensino médio', 'Novos produtos para professores', 'Melhores escolhas para os pais', 'Presentes Raros para Adolescentes']"
"É quase hora de voltar para a escola, e bem, nunca é cedo demais para começar a comprar esses materiais escolares.Se você tiver algum dinheiro extra depois de comprar mochilas e lápis número dois, em seguida, tratar seu filho com alguns eletrônicos legais que você pode pedir emprestado deles mais tarde. Acer Aspire One: Netbooks são ótimos por muitas razões.Os pais vão amá-los porque eles são extremamente acessíveis e leves em comparação com o laptop ideal.Eles também precisam de um computador bastante. Para estudantes que não precisam de um computador, mas querem um para fazer pesquisa, verificar e-mail, ou apenas navegar na Web.Você pode encontrar uma versão em preto ou branco pelo preço baixo de US $ 99. Fuji Fine Pix Z20fd: Esta câmera digital sub - $ 200 é a coisa perfeita para qualquer estudante do ensino médio.Disponível em cinco cores atraentes1, o Fine Pix Z20fd é uma câmera de 10 megapixels. entre câmeras, bem como a opção de gravação de filme ""um toque"" que lhes permite editar filmes antes de compartilhá-los online.Esta é certamente uma câmera acessível para foto - amantes de qualquer idade Mimobot: drives flash USB são todos praticamente os mesmos, mas se você quiser tratar seu adolescente para uma unidade flash do quadril, confira Momobot.corn.Cada unidade é embalada com papel de parede legal, revistas digitais e assim por diante.Você pode encontrá-los em 1GB, capacidades de 4GB Samsung S2: Independentemente do que o seu adolescente pode dizer-lhe, há outros músicos lá fora, embalados com abundância de grandes características. Samsung's S2 MP3 player é bom o suficiente para usar ao redor do pescoço e pequeno o suficiente para levar para o ginásio. Está disponível em cinco color1s (vermelho, preto, branco, roxo e verde), vem em capacidades de 1GB ou 2GB, e está disponível para US $ 40.","De acordo com a passagem, qual dos seguintes é o mais caro?",A,"['Fuji Fine Pix Z20fd.', 'Acer Aspire One (em inglês).', 'Mimobot.', 'Samsung S2.']"
"É quase hora de voltar para a escola, e bem, nunca é cedo demais para começar a comprar esses materiais escolares.Se você tiver algum dinheiro extra depois de comprar mochilas e lápis número dois, em seguida, tratar seu filho com alguns eletrônicos legais que você pode pedir emprestado deles mais tarde. Acer Aspire One: Netbooks são ótimos por muitas razões.Os pais vão amá-los porque eles são extremamente acessíveis e leves em comparação com o laptop ideal.Eles também precisam de um computador bastante. Para estudantes que não precisam de um computador, mas querem um para fazer pesquisa, verificar e-mail, ou apenas navegar na Web.Você pode encontrar uma versão em preto ou branco pelo preço baixo de US $ 99. Fuji Fine Pix Z20fd: Esta câmera digital sub - $ 200 é a coisa perfeita para qualquer estudante do ensino médio.Disponível em cinco cores atraentes1, o Fine Pix Z20fd é uma câmera de 10 megapixels. entre câmeras, bem como a opção de gravação de filme ""um toque"" que lhes permite editar filmes antes de compartilhá-los online.Esta é certamente uma câmera acessível para foto - amantes de qualquer idade Mimobot: drives flash USB são todos praticamente os mesmos, mas se você quiser tratar seu adolescente para uma unidade flash do quadril, confira Momobot.corn.Cada unidade é embalada com papel de parede legal, revistas digitais e assim por diante.Você pode encontrá-los em 1GB, capacidades de 4GB Samsung S2: Independentemente do que o seu adolescente pode dizer-lhe, há outros músicos lá fora, embalados com abundância de grandes características. Samsung's S2 MP3 player é bom o suficiente para usar ao redor do pescoço e pequeno o suficiente para levar para o ginásio. Está disponível em cinco color1s (vermelho, preto, branco, roxo e verde), vem em capacidades de 1GB ou 2GB, e está disponível para US $ 40.",A passagem é provavelmente tirada de um _.,D,"['relatório', 'livro de ciência', 'livro-texto', 'jornal']"
"Em toda a Califórnia, as abelhas estão voando longe de suas colmeias e morrendo. Colmeias vazias estão causando muita preocupação com algumas culturas alimentares importantes. As abelhas nos dão muito mais do que mel delicioso. Eles são polinizadores - eles permitem que as plantas produzam os frutos e nozes que desfrutamos carregando pólen de uma planta ou flor para a próxima. O vento poliniza a aveia, milho e trigo, mas muitas outras plantas (como maçã e cerejeiras, árvores e me. morcegos e pássaros. Nos EUA, milhões e milhões de abelhas mantidas por apicultores humanos voam por aí fazendo muito desse importante trabalho para as culturas alimentares. ""As abelhas valem a pena proteger porque seu trabalho adiciona muito à nossa dieta"", diz o Dr. Jeff Pettis do Bee Research Laboratory. A cultura de amêndoa da Califórnia depende de cerca de metade das abelhas do país. Mas agora a cultura de amêndoas e muitos outros podem estar morrendo com tanta dificuldade. e laboratórios universitários em todo o país estão tentando descobrir por que tantas abelhas estão morrendo. No entanto, as abelhas são difíceis de estudar. A maioria morre longe da colmeia, para que os pesquisadores não tenham cadáveres para examinar. E quando os pesquisadores retornam a uma colmeia depois de duas semanas, cerca de metade das abelhas que estudaram em sua primeira visita estarão mortas, substituídas por novas no ciclo de vida natural das abelhas. ""Não é como estudar um grande animal"" e é fácil de descobrir no campo da vaca"", diz Pettis. Os pesquisadores têm algumas ideias sobre o que poderia estar afetando a saúde das abelhas. Eles podem estar doentes de venenos amplamente utilizados para matar insetos, ou podem não estar recebendo comida boa o suficiente para permanecer forte. Além disso, pequenos insetos chamados ácaros se alimentam de abelhas. ""Um vírus ou bactéria também pode estar matando"". explica Pettis.",As abelhas são difíceis de estudar porque _.,A,"['Eles se movimentam demais', 'novas abelhas em breve substituir todas as abelhas estudadas por pesquisadores', 'Eles são muito pequenos', 'Eles nunca retornam às colmeias']"
"Em toda a Califórnia, as abelhas estão voando longe de suas colmeias e morrendo. Colmeias vazias estão causando muita preocupação com algumas culturas alimentares importantes. As abelhas nos dão muito mais do que mel delicioso. Eles são polinizadores - eles permitem que as plantas produzam os frutos e nozes que desfrutamos carregando pólen de uma planta ou flor para a próxima. O vento poliniza a aveia, milho e trigo, mas muitas outras plantas (como maçã e cerejeiras, árvores e me. morcegos e pássaros. Nos EUA, milhões e milhões de abelhas mantidas por apicultores humanos voam por aí fazendo muito desse importante trabalho para as culturas alimentares. ""As abelhas valem a pena proteger porque seu trabalho adiciona muito à nossa dieta"", diz o Dr. Jeff Pettis do Bee Research Laboratory. A cultura de amêndoa da Califórnia depende de cerca de metade das abelhas do país. Mas agora a cultura de amêndoas e muitos outros podem estar morrendo com tanta dificuldade. e laboratórios universitários em todo o país estão tentando descobrir por que tantas abelhas estão morrendo. No entanto, as abelhas são difíceis de estudar. A maioria morre longe da colmeia, para que os pesquisadores não tenham cadáveres para examinar. E quando os pesquisadores retornam a uma colmeia depois de duas semanas, cerca de metade das abelhas que estudaram em sua primeira visita estarão mortas, substituídas por novas no ciclo de vida natural das abelhas. ""Não é como estudar um grande animal"" e é fácil de descobrir no campo da vaca"", diz Pettis. Os pesquisadores têm algumas ideias sobre o que poderia estar afetando a saúde das abelhas. Eles podem estar doentes de venenos amplamente utilizados para matar insetos, ou podem não estar recebendo comida boa o suficiente para permanecer forte. Além disso, pequenos insetos chamados ácaros se alimentam de abelhas. ""Um vírus ou bactéria também pode estar matando"". explica Pettis.",O que poderia causar a morte de tantas abelhas?,D,"['Venenos para matar pássaros.', 'Comer demais.', 'Insectos grandes.', 'Algum vírus.']"
"Em toda a Califórnia, as abelhas estão voando longe de suas colmeias e morrendo. Colmeias vazias estão causando muita preocupação com algumas culturas alimentares importantes. As abelhas nos dão muito mais do que mel delicioso. Eles são polinizadores - eles permitem que as plantas produzam os frutos e nozes que desfrutamos carregando pólen de uma planta ou flor para a próxima. O vento poliniza a aveia, milho e trigo, mas muitas outras plantas (como maçã e cerejeiras, árvores e me. morcegos e pássaros. Nos EUA, milhões e milhões de abelhas mantidas por apicultores humanos voam por aí fazendo muito desse importante trabalho para as culturas alimentares. ""As abelhas valem a pena proteger porque seu trabalho adiciona muito à nossa dieta"", diz o Dr. Jeff Pettis do Bee Research Laboratory. A cultura de amêndoa da Califórnia depende de cerca de metade das abelhas do país. Mas agora a cultura de amêndoas e muitos outros podem estar morrendo com tanta dificuldade. e laboratórios universitários em todo o país estão tentando descobrir por que tantas abelhas estão morrendo. No entanto, as abelhas são difíceis de estudar. A maioria morre longe da colmeia, para que os pesquisadores não tenham cadáveres para examinar. E quando os pesquisadores retornam a uma colmeia depois de duas semanas, cerca de metade das abelhas que estudaram em sua primeira visita estarão mortas, substituídas por novas no ciclo de vida natural das abelhas. ""Não é como estudar um grande animal"" e é fácil de descobrir no campo da vaca"", diz Pettis. Os pesquisadores têm algumas ideias sobre o que poderia estar afetando a saúde das abelhas. Eles podem estar doentes de venenos amplamente utilizados para matar insetos, ou podem não estar recebendo comida boa o suficiente para permanecer forte. Além disso, pequenos insetos chamados ácaros se alimentam de abelhas. ""Um vírus ou bactéria também pode estar matando"". explica Pettis.",O que podemos aprender com o artigo?,B,"['Um grande número de abelhas morreram na colmeia.', 'Sem abelhas, alguns alimentos desapareceriam da nossa dieta.', 'Apenas pesquisadores da Califórnia querem saber o que mata as abelhas.', 'Animais grandes são mais fáceis de estudar do que pequenos insetos.']"
"Quando uma doença rara ALD ameaçou matar o menino de quatro anos Lorenzo, seus pais se recusaram a desistir da esperança. Os médicos explicaram que não havia cura para ALD, e que ele provavelmente morreria dentro de três anos. Mas os pais de Lorenzo partiram para provar que os médicos estavam errados. Os pais dedicaram-se a manter seu filho vivo e à procura de uma cura. Mas os médicos e as famílias de outros pacientes ALD muitas vezes se recusaram a levá-los a sério. Eles achavam que o tempo necessário. Os esforços para encontrar uma cura foram um desperdício de tempo, e as empresas farmacêuticas não estavam interessadas em apoiar a pesquisa sobre uma doença tão rara. No entanto, os pais ainda se recusaram a desistir e gastaram todas as horas disponíveis em bibliotecas médicas e conversando com qualquer pessoa que ajudasse. Através de tentativa e erro, eles finalmente criaram uma cura a partir de ingredientes comumente encontrados na cozinha. A cura, chamada ""O leo de Lorenzo"", salvou a vida do menino. Apesar dos bons resultados, os cientistas e os médicos permaneceram sem cura. Eles disseram que não havia nenhuma evidência real de que o óleo funcionava e que o tratamento era apenas uma teoria. Como resultado, algumas famílias com crianças ALD estavam relutantes em experimentá-lo. Finalmente, o pai do menino organizou um estudo internacional para testar o óleo. Após dez anos de testes, a resposta é: o óleo mantém as crianças ALD saudáveis.",Os médicos disseram que Lorenzo pode morrer dentro de três anos porque _.,C,"['eles nunca haviam tratado a doença antes', 'Lorenzo era jovem demais para ser curado', 'Nenhuma cura foi encontrada para ALD', 'A velhice era uma doença rara']"
"Quando uma doença rara ALD ameaçou matar o menino de quatro anos Lorenzo, seus pais se recusaram a desistir da esperança. Os médicos explicaram que não havia cura para ALD, e que ele provavelmente morreria dentro de três anos. Mas os pais de Lorenzo partiram para provar que os médicos estavam errados. Os pais dedicaram-se a manter seu filho vivo e à procura de uma cura. Mas os médicos e as famílias de outros pacientes ALD muitas vezes se recusaram a levá-los a sério. Eles achavam que o tempo necessário. Os esforços para encontrar uma cura foram um desperdício de tempo, e as empresas farmacêuticas não estavam interessadas em apoiar a pesquisa sobre uma doença tão rara. No entanto, os pais ainda se recusaram a desistir e gastaram todas as horas disponíveis em bibliotecas médicas e conversando com qualquer pessoa que ajudasse. Através de tentativa e erro, eles finalmente criaram uma cura a partir de ingredientes comumente encontrados na cozinha. A cura, chamada ""O leo de Lorenzo"", salvou a vida do menino. Apesar dos bons resultados, os cientistas e os médicos permaneceram sem cura. Eles disseram que não havia nenhuma evidência real de que o óleo funcionava e que o tratamento era apenas uma teoria. Como resultado, algumas famílias com crianças ALD estavam relutantes em experimentá-lo. Finalmente, o pai do menino organizou um estudo internacional para testar o óleo. Após dez anos de testes, a resposta é: o óleo mantém as crianças ALD saudáveis.",As famílias de outros pacientes com ALD pensaram que _.,B,"['A pesquisa para a nova cura custaria muito dinheiro', 'Os esforços dos pais de Lorenzo foram uma perda de tempo', 'Os pais de Lorenzo teriam sucesso em encontrar uma cura', 'leo de Lorenzo foi uma verdadeira cura para ALD']"
"Quando uma doença rara ALD ameaçou matar o menino de quatro anos Lorenzo, seus pais se recusaram a desistir da esperança. Os médicos explicaram que não havia cura para ALD, e que ele provavelmente morreria dentro de três anos. Mas os pais de Lorenzo partiram para provar que os médicos estavam errados. Os pais dedicaram-se a manter seu filho vivo e à procura de uma cura. Mas os médicos e as famílias de outros pacientes ALD muitas vezes se recusaram a levá-los a sério. Eles achavam que o tempo necessário. Os esforços para encontrar uma cura foram um desperdício de tempo, e as empresas farmacêuticas não estavam interessadas em apoiar a pesquisa sobre uma doença tão rara. No entanto, os pais ainda se recusaram a desistir e gastaram todas as horas disponíveis em bibliotecas médicas e conversando com qualquer pessoa que ajudasse. Através de tentativa e erro, eles finalmente criaram uma cura a partir de ingredientes comumente encontrados na cozinha. A cura, chamada ""O leo de Lorenzo"", salvou a vida do menino. Apesar dos bons resultados, os cientistas e os médicos permaneceram sem cura. Eles disseram que não havia nenhuma evidência real de que o óleo funcionava e que o tratamento era apenas uma teoria. Como resultado, algumas famílias com crianças ALD estavam relutantes em experimentá-lo. Finalmente, o pai do menino organizou um estudo internacional para testar o óleo. Após dez anos de testes, a resposta é: o óleo mantém as crianças ALD saudáveis.",Cientistas e médicos acreditavam que o óleo de Lorenzo _.,C,"['foi realmente eficaz', 'foi uma história de sucesso', 'Trabalhou apenas em teoria', 'salvaria a vida do menino']"
"Quando uma doença rara ALD ameaçou matar o menino de quatro anos Lorenzo, seus pais se recusaram a desistir da esperança. Os médicos explicaram que não havia cura para ALD, e que ele provavelmente morreria dentro de três anos. Mas os pais de Lorenzo partiram para provar que os médicos estavam errados. Os pais dedicaram-se a manter seu filho vivo e à procura de uma cura. Mas os médicos e as famílias de outros pacientes ALD muitas vezes se recusaram a levá-los a sério. Eles achavam que o tempo necessário. Os esforços para encontrar uma cura foram um desperdício de tempo, e as empresas farmacêuticas não estavam interessadas em apoiar a pesquisa sobre uma doença tão rara. No entanto, os pais ainda se recusaram a desistir e gastaram todas as horas disponíveis em bibliotecas médicas e conversando com qualquer pessoa que ajudasse. Através de tentativa e erro, eles finalmente criaram uma cura a partir de ingredientes comumente encontrados na cozinha. A cura, chamada ""O leo de Lorenzo"", salvou a vida do menino. Apesar dos bons resultados, os cientistas e os médicos permaneceram sem cura. Eles disseram que não havia nenhuma evidência real de que o óleo funcionava e que o tratamento era apenas uma teoria. Como resultado, algumas famílias com crianças ALD estavam relutantes em experimentá-lo. Finalmente, o pai do menino organizou um estudo internacional para testar o óleo. Após dez anos de testes, a resposta é: o óleo mantém as crianças ALD saudáveis.",A partir da passagem podemos concluir que _.,D,"['Os médicos ainda duvidam da eficácia da cura', 'Muitos pacientes com ALD ainda se recusam a usar o óleo', 'Várias curas foram encontradas para ALD', 'O óleo realmente funciona como uma cura para ALD']"
"Na África, ouvir é um princípio orientador.É um princípio que foi perdido no bate-papo constante do mundo ocidental.Da minha própria experiência passada, notei o quanto mais rápido eu tive que responder a uma pergunta durante uma entrevista de TV.É como se tivéssemos perdido completamente a capacidade de ouvir.Falamos e conversamos, e acabamos assustados pelo silêncio.Em todos os lugares, as pessoas no continente africano escrevem e contam histórias. Mesmo os nômades que ainda estão Diz-se que se contam histórias sobre as suas peregrinações de um dia, durante as quais procuram raízes e animais para caçar. Há alguns anos atrás, sentei-me num banco de pedra fora do Teatro Avenida em Maputo, Moçambique, onde trabalhei como consultor artístico. Era um dia quente, e estávamos a fazer uma pausa, esperando que um vento fresco e suave se movesse. Dois velhos africanos estavam sentados naquele banco, mas havia espaço para mim também. Na África, as pessoas também. mais do que apenas água. Mesmo quando se trata de sombra, as pessoas são generosas. Eu ouvi os dois homens falando sobre um terceiro velho que tinha morrido recentemente. Um deles disse: ""Eu estava visitando-o em sua casa. Ele começou a me contar uma história incrível sobre algo que tinha acontecido com ele quando ele era jovem. Mas era uma longa história. A noite chegou, e eu decidi que eu deveria voltar no dia seguinte para ouvir o resto. Mas quando eu cheguei, ele não estava. "" O que nos separa dos animais é o fato de que somos criaturas de contar histórias e podemos ouvir os sonhos, medos, alegrias, tristezas, desejos e derrotas de outras pessoas. Muitas pessoas, por sua vez, não podem ouvir as nossas informações. não são a mesma coisa. O conhecimento envolve a interpretação da informação. O conhecimento envolve ouvir. Muitas palavras serão escritas no vento e na areia, ou acabarão na loja. Mas a narrativa continuará até que o último ser humano pare de ouvir. Então podemos enviar o grande registro de humano para o universo infinito. Quem sabe? Talvez alguém esteja lá fora, disposto a ouvir...","Desde o início da passagem, podemos conhecer os europeus _.",D,"['Na verdade, perder a capacidade de ouvir', 'raramente bate-papo constantemente uns com os outros', 'Sentir-se assustado quando estão sozinhos e em silêncio', 'tende a falar mais e ouvir menos']"
"Na África, ouvir é um princípio orientador.É um princípio que foi perdido no bate-papo constante do mundo ocidental.Da minha própria experiência passada, notei o quanto mais rápido eu tive que responder a uma pergunta durante uma entrevista de TV.É como se tivéssemos perdido completamente a capacidade de ouvir.Falamos e conversamos, e acabamos assustados pelo silêncio.Em todos os lugares, as pessoas no continente africano escrevem e contam histórias. Mesmo os nômades que ainda estão Diz-se que se contam histórias sobre as suas peregrinações de um dia, durante as quais procuram raízes e animais para caçar. Há alguns anos atrás, sentei-me num banco de pedra fora do Teatro Avenida em Maputo, Moçambique, onde trabalhei como consultor artístico. Era um dia quente, e estávamos a fazer uma pausa, esperando que um vento fresco e suave se movesse. Dois velhos africanos estavam sentados naquele banco, mas havia espaço para mim também. Na África, as pessoas também. mais do que apenas água. Mesmo quando se trata de sombra, as pessoas são generosas. Eu ouvi os dois homens falando sobre um terceiro velho que tinha morrido recentemente. Um deles disse: ""Eu estava visitando-o em sua casa. Ele começou a me contar uma história incrível sobre algo que tinha acontecido com ele quando ele era jovem. Mas era uma longa história. A noite chegou, e eu decidi que eu deveria voltar no dia seguinte para ouvir o resto. Mas quando eu cheguei, ele não estava. "" O que nos separa dos animais é o fato de que somos criaturas de contar histórias e podemos ouvir os sonhos, medos, alegrias, tristezas, desejos e derrotas de outras pessoas. Muitas pessoas, por sua vez, não podem ouvir as nossas informações. não são a mesma coisa. O conhecimento envolve a interpretação da informação. O conhecimento envolve ouvir. Muitas palavras serão escritas no vento e na areia, ou acabarão na loja. Mas a narrativa continuará até que o último ser humano pare de ouvir. Então podemos enviar o grande registro de humano para o universo infinito. Quem sabe? Talvez alguém esteja lá fora, disposto a ouvir...","Pode-se inferir a partir da passagem que se você estiver na África, você vai _.",C,"['O clima quente e a falta de água', 'Com certeza ser ajudado quando em apuros', 'Muitas vezes ouvir as histórias contadas por estranhos', 'Não há escolha a não ser ouvir durante uma conversa']"
